,external_gene_name,ate,lower_bound,upper_bound
ENSG00000109452.11,INPP4B,-8.4527,-17.153,0.54732
ENSG00000150636.14,CCDC102B,-8.6557,-15.655999999999999,-0.9556899999999999
ENSG00000106823.11,ECM2,-8.9106,-16.811,-0.41063
ENSG00000078596.9,ITM2A,-9.3019,-16.102,-2.2019
ENSG00000156218.11,ADAMTSL3,-9.3997,-20.4,1.4003
ENSG00000185532.13,PRKG1,-9.6569,-18.457,1.7431
ENSG00000185008.16,ROBO2,-10.294,-19.294,1.1061
ENSG00000100592.14,DAAM1,-10.7,-19.9,-0.60028
ENSG00000136436.13,CALCOCO2,-12.673,-24.073,-0.77286
ENSG00000174099.9,MSRB3,-13.078,-23.978,0.12175
ENSG00000117020.15,AKT3,-13.42,-24.72,0.77982
ENSG00000138193.13,PLCE1,-13.682,-25.982,-1.7817
ENSG00000160145.14,KALRN,-13.862,-24.662,-2.2623
ENSG00000147257.12,GPC3,-15.187000000000001,-32.486999999999995,4.3131
ENSG00000186260.15,MRTFB,-15.488,-31.188000000000002,-0.38819000000000004
ENSG00000206538.6,VGLL3,-16.873,-34.773,1.2266
ENSG00000148516.20,ZEB1,-17.745,-33.545,-0.84459
ENSG00000143196.4,DPT,-19.238,-31.438000000000002,-4.2377
ENSG00000101265.14,RASSF2,-19.491,-35.191,-3.3906
ENSG00000150687.10,PRSS23,-20.238,-36.438,-4.338
ENSG00000177119.14,ANO6,-20.523000000000003,-43.723,2.5767
ENSG00000137831.13,UACA,-21.233,-45.333,3.6667
ENSG00000137033.10,IL33,-21.668000000000003,-37.768,-4.2677
ENSG00000069667.14,RORA,-21.932,-41.332,-1.8319999999999999
ENSG00000117519.14,CNN3,-25.533,-48.533,0.16697
ENSG00000152402.9,GUCY1A2,-27.883000000000003,-54.483000000000004,-1.3831
ENSG00000079819.15,EPB41L2,-30.028000000000002,-58.628,-0.32797
ENSG00000144724.17,PTPRG,-32.708,-55.108000000000004,-9.1078
ENSG00000163453.10,IGFBP7,-35.168,-58.068000000000005,-11.168
ENSG00000143248.11,RGS5,-35.756,-60.256,-7.9555
ENSG00000196159.10,FAT4,-36.031,-61.431000000000004,-8.5314
ENSG00000065534.17,MYLK,-40.135999999999996,-84.736,5.1644
ENSG00000122786.18,CALD1,-40.438,-75.138,-0.53776
ENSG00000142192.19,APP,-40.701,-81.101,0.19933
ENSG00000213949.7,ITGA1,-56.428999999999995,-109.43,1.0705
ENSG00000151914.16,DST,-163.0,-346.5,52.20399999999999
ENSG00000115306.14,SPTBN1,-291.56,-616.96,40.542
